ddd,estado,cidades
31,MG,IBIRITÉ
31,MG,GUARACIABA
31,MG,FUNILÂNDIA
31,MG,FORTUNA DE MINAS
31,MG,FLORESTAL
31,MG,FERROS
31,MG,ESMERALDAS
31,MG,ENTRE RIOS DE MINAS
31,MG,DOM SILVÉRIO
31,MG,DOM JOAQUIM
31,MG,DIONÍSIO
31,MG,DIOGO DE VASCONCELOS
31,MG,DESTERRO DE ENTRE RIOS
31,MG,CRUCILÂNDIA
31,MG,CRISTIANO OTONI
31,MG,CORONEL FABRICIANO
31,MG,CORDISBURGO
31,MG,CONTAGEM
31,MG,CONSELHEIRO LAFAIETE
31,MG,CONGONHAS DO NORTE
31,MG,CONGONHAS
31,MG,CONFINS
31,MG,CONCEIÇÃO DO MATO DENTRO
31,MG,CATAS ALTAS DA NORUEGA
31,MG,CATAS ALTAS
31,MG,CASA GRANDE
31,MG,CARMÉSIA
31,MG,CARANAÍBA
31,MG,CAPUTIRA
31,MG,CAPIM BRANCO
31,MG,CAPELA NOVA
31,MG,CANAÃ
31,MG,CAJURI
31,MG,CAETÉ
31,MG,CAETANÓPOLIS
31,MG,CACHOEIRA DA PRATA
31,MG,BRUMADINHO
31,MG,BONFIM
31,MG,BOM JESUS DO AMPARO
31,MG,BETIM
31,MG,BELO VALE
31,MG,BELO ORIENTE
31,MG,BELO HORIZONTE
31,MG,BELA VISTA DE MINAS
31,MG,BARRA LONGA
31,MG,BARÃO DE COCAIS
31,MG,BALDIM
31,MG,ARAPONGA
31,MG,ARAÇAÍ
31,MG,ANTÔNIO DIAS
31,MG,AMPARO DO SERRA
31,MG,ALVORADA DE MINAS
31,MG,ALVINÓPOLIS
31,MG,ACAIACA
31,MG,ABRE CAMPO
32,MG,PASSA VINTE
32,MG,DONA EUZÉBIA
32,MG,VOLTA GRANDE
32,MG,VISCONDE DO RIO BRANCO
32,MG,VIEIRAS
32,MG,UBÁ
32,MG,TOMBOS
32,MG,TOCANTINS
32,MG,TIRADENTES
32,MG,TABULEIRO
32,MG,SIMÃO PEREIRA
32,MG,SILVEIRÂNIA
32,MG,SENHORA DOS REMÉDIOS
32,MG,SENADOR FIRMINO
32,MG,SENADOR CORTES
32,MG,SÃO TIAGO
32,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE
32,MG,SÃO JOÃO NEPOMUCENO
32,MG,SÃO JOÃO DEL REI
32,MG,SÃO GERALDO
32,MG,SÃO FRANCISCO DO GLÓRIA
32,MG,SANTOS DUMONT
32,MG,SANTO ANTÔNIO DO AVENTUREIRO
32,MG,SANTA RITA DE IBITIPOCA
32,MG,SANTA RITA DE JACUTINGA
32,MG,SANTANA DO GARAMBÉU
32,MG,SANTANA DO DESERTO
32,MG,SANTANA DE CATAGUASES
32,MG,SANTA CRUZ DE MINAS
32,MG,SANTA BÁRBARA DO TUGÚRIO
32,MG,SANTA BÁRBARA DO MONTE VERDE
32,MG,ROSÁRIO DA LIMEIRA
32,MG,RODEIRO
32,MG,ROCHEDO DE MINAS
32,MG,RITÁPOLIS
32,MG,RIO PRETO
32,MG,RIO POMBA
32,MG,RIO NOVO
32,MG,RESSAQUINHA
32,MG,RESENDE COSTA
32,MG,RECREIO
32,MG,PRESIDENTE BERNARDES
32,MG,PRADOS
32,MG,PIRAÚBA
32,MG,PIRAPETINGA
32,MG,PIEDADE DO RIO GRANDE
32,MG,PIAU
32,MG,PEQUERI
32,MG,PEDRO TEIXEIRA
32,MG,PEDRA DOURADA
32,MG,PAULA CÂNDIDO
32,MG,PATROCÍNIO DO MURIAÉ
32,MG,PALMA
32,MG,PAIVA
32,MG,ORIZÂNIA
32,MG,OLIVEIRA FORTES
32,MG,OLARIA
32,MG,MURIAÉ
32,MG,MIRAÍ
32,MG,MIRADOURO
32,MG,MERCÊS
32,MG,MATIAS BARBOSA
32,MG,MARIPÁ DE MINAS
32,MG,MAR DE ESPANHA
32,MG,MADRE DE DEUS DE MINAS
32,MG,LIMA DUARTE
32,MG,LIBERDADE
32,MG,LEOPOLDINA
32,MG,LARANJAL
32,MG,LAGOA DOURADA
32,MG,JUIZ DE FORA
32,MG,ITAMARATI DE MINAS
32,MG,IBERTIOGA
32,MG,GUIRICEMA
32,MG,GUIDOVAL
32,MG,GUARARÁ
32,MG,GUARANI
32,MG,GOIANÁ
32,MG,FERVEDOURO
32,MG,FARIA LEMOS
32,MG,EWBANK DA CÂMARA
32,MG,EUGENÓPOLIS
32,MG,ESTRELA DALVA
32,MG,ESPERA FELIZ
32,MG,ERVÁLIA
32,MG,DORES DO TURVO
32,MG,DORES DE CAMPOS
32,MG,DIVINO
32,MG,DIVINÉSIA
32,MG,DESTERRO DO MELO
32,MG,DESCOBERTO
32,MG,CORONEL XAVIER CHAVES
32,MG,CORONEL PACHECO
32,MG,COIMBRA
32,MG,CIPOTÂNEA
32,MG,CHIADOR
32,MG,CHÁCARA
32,MG,CATAGUASES
32,MG,CONCEIÇÃO DA BARRA DE MINAS
32,MG,CARANGOLA
32,MG,CARANDAÍ
32,MG,CAPARAÓ
32,MG,CAIANA
32,MG,BRÁS PIRES
32,MG,BOM JARDIM DE MINAS
32,MG,BOCAINA DE MINAS
32,MG,BICAS
32,MG,BIAS FORTES
32,MG,BELMIRO BRAGA
32,MG,BARROSO
32,MG,BARBACENA
32,MG,BARÃO DE MONTE ALTO
32,MG,ASTOLFO DUTRA
32,MG,ARGIRITA
32,MG,ARANTINA
32,MG,ARACITABA
32,MG,ANTÔNIO PRADO DE MINAS
32,MG,ANTÔNIO CARLOS
32,MG,ALTO RIO DOCE
32,MG,ALTO CAPARAÓ
32,MG,ALFREDO VASCONCELOS
32,MG,ALÉM PARAÍBA
33,MG,PINGO D'ÁGUA
33,MG,ITABIRINHA DE MANTENA
33,MG,VIRGOLÂNDIA
33,MG,VIRGINÓPOLIS
33,MG,VIRGEM DA LAPA
33,MG,MATHIAS LOBATO
33,MG,VERMELHO NOVO
33,MG,VARGEM ALEGRE
33,MG,UMBURATIBA
33,MG,UBAPORANGA
33,MG,TUMIRITINGA
33,MG,TEÓFILO OTONI
33,MG,TARUMIRIM
33,MG,TAPARUBA
33,MG,SOBRÁLIA
33,MG,SIMONÉSIA
33,MG,SERRA DOS AIMORÉS
33,MG,SENHORA DO PORTO
33,MG,SETUBINHA
33,MG,SARDOÁ
33,MG,SÃO SEBASTIÃO DO MARANHÃO
33,MG,SÃO SEBASTIÃO DO ANTA
33,MG,SÃO PEDRO DO SUAÇUÍ
33,MG,SÃO PEDRO DOS FERROS
33,MG,SÃO JOSÉ DO MANTIMENTO
33,MG,SÃO JOSÉ DO JACURI
33,MG,SÃO JOSÉ DO DIVINO
33,MG,SÃO JOSÉ DA SAFIRA
33,MG,SÃO JOÃO EVANGELISTA
33,MG,SÃO JOÃO DO ORIENTE
33,MG,SÃO JOÃO DO MANTENINHA
33,MG,SÃO JOÃO DO MANHUAÇU
33,MG,SÃO GERALDO DO BAIXIO
33,MG,SÃO GERALDO DA PIEDADE
33,MG,SÃO FÉLIX DE MINAS
33,MG,SÃO DOMINGOS DAS DORES
33,MG,SANTO ANTÔNIO DO JACINTO
33,MG,SANTO ANTÔNIO DO ITAMBÉ
33,MG,SANTA RITA DO ITUETO
33,MG,SANTA RITA DE MINAS
33,MG,SANTANA DO MANHUAÇU
33,MG,SANTA MARIA DO SUAÇUÍ
33,MG,SANTA MARIA DO SALTO
33,MG,SANTA HELENA DE MINAS
33,MG,SANTA EFIGÊNIA DE MINAS
33,MG,SANTA BÁRBARA DO LESTE
33,MG,SALTO DA DIVISA
33,MG,SABINÓPOLIS
33,MG,RUBIM
33,MG,RIO VERMELHO
33,MG,RIO DO PRADO
33,MG,RESPLENDOR
33,MG,REDUTO
33,MG,RAUL SOARES
33,MG,ALTO JEQUITIBÁ
33,MG,POTÉ
33,MG,PONTO DOS VOLANTES
33,MG,POCRANE
33,MG,PIEDADE DE CARATINGA
33,MG,PESCADOR
33,MG,PERIQUITO
33,MG,PEDRA AZUL
33,MG,PEÇANHA
33,MG,PAVÃO
33,MG,PAULISTAS
33,MG,PALMÓPOLIS
33,MG,PADRE PARAÍSO
33,MG,OURO VERDE DE MINAS
33,MG,NOVO ORIENTE DE MINAS
33,MG,NOVO CRUZEIRO
33,MG,NOVA MÓDICA
33,MG,NOVA BELÉM
33,MG,NAQUE
33,MG,NANUQUE
33,MG,NACIP RAYDAN
33,MG,MUTUM
33,MG,MONTE FORMOSO
33,MG,MINAS NOVAS
33,MG,MESQUITA
33,MG,MENDES PIMENTEL
33,MG,MEDINA
33,MG,MATERLÂNDIA
33,MG,MATA VERDE
33,MG,MARTINS SOARES
33,MG,MARILAC
33,MG,MANTENA
33,MG,MANHUMIRIM
33,MG,MANHUAÇU
33,MG,MALACACHETA
33,MG,MACHACALIS
33,MG,LUISBURGO
33,MG,LEME DO PRADO
33,MG,LAJINHA
33,MG,LADAINHA
33,MG,JOSÉ RAYDAN
33,MG,JOSÉ GONÇALVES DE MINAS
33,MG,JORDÂNIA
33,MG,JOANÉSIA
33,MG,JOAÍMA
33,MG,JEQUITINHONHA
33,MG,JENIPAPO DE MINAS
33,MG,JAMPRUCA
33,MG,JACINTO
33,MG,ITUETA
33,MG,ITINGA
33,MG,ITAOBIM
33,MG,ITANHOMI
33,MG,ITAMBACURI
33,MG,ITAIPÉ
33,MG,IPANEMA
33,MG,INHAPIM
33,MG,IMBÉ DE MINAS
33,MG,IAPU
33,MG,GUANHÃES
33,MG,GOVERNADOR VALADARES
33,MG,GONZAGA
33,MG,GOIABEIRA
33,MG,GALILÉIA
33,MG,FRONTEIRA DOS VALES
33,MG,FREI LAGONEGRO
33,MG,FREI INOCÊNCIO
33,MG,FREI GASPAR
33,MG,FRANCISCÓPOLIS
33,MG,FRANCISCO BADARÓ
33,MG,FERNANDES TOURINHO
33,MG,FELISBURGO
33,MG,ENTRE FOLHAS
33,MG,ENGENHEIRO CALDAS
33,MG,DURANDÉ
33,MG,DORES DE GUANHÃES
33,MG,DOM CAVATI
33,MG,DIVISÓPOLIS
33,MG,DIVISA ALEGRE
33,MG,DIVINOLÂNDIA DE MINAS
33,MG,DIVINO DAS LARANJEIRAS
33,MG,CURRAL DE DENTRO
33,MG,CUPARAQUE
33,MG,CRISÓLITA
33,MG,CÓRREGO NOVO
33,MG,CORONEL MURTA
33,MG,COROACI
33,MG,CONSELHEIRO PENA
33,MG,CONCEIÇÃO DE IPANEMA
33,MG,COMERCINHO
33,MG,COLUNA
33,MG,CHAPADA DO NORTE
33,MG,CHALÉ
33,MG,CENTRAL DE MINAS
33,MG,CATUJI
33,MG,CARLOS CHAGAS
33,MG,CARATINGA
33,MG,CARAÍ
33,MG,CAPITÃO ANDRADE
33,MG,CAPELINHA
33,MG,CANTAGALO
33,MG,CAMPANÁRIO
33,MG,BUGRE
33,MG,BRAÚNAS
33,MG,BOM JESUS DO GALHO
33,MG,BERTÓPOLIS
33,MG,BERILO
33,MG,BANDEIRA
33,MG,ATALÉIA
33,MG,ARICANDUVA
33,MG,ARAÇUAÍ
33,MG,ANGELÂNDIA
33,MG,CACHOEIRA DE PAJEÚ
33,MG,ALVARENGA
33,MG,ALPERCATA
33,MG,ALMENARA
33,MG,AIMORÉS
33,MG,ÁGUAS VERMELHAS
33,MG,ÁGUAS FORMOSAS
33,MG,ÁGUA BOA
33,MG,AÇUCENA
34,MG,VERÍSSIMO
34,MG,VAZANTE
34,MG,UNIÃO DE MINAS
34,MG,UBERLÂNDIA
34,MG,UBERABA
34,MG,TUPACIGUARA
34,MG,TIROS
34,MG,TAPIRA
34,MG,SERRA DO SALITRE
34,MG,SÃO GOTARDO
34,MG,SÃO FRANCISCO DE SALES
34,MG,SANTA VITÓRIA
34,MG,SANTA ROSA DA SERRA
34,MG,SANTA JULIANA
34,MG,SACRAMENTO
34,MG,ROMARIA
34,MG,RIO PARANAÍBA
34,MG,PRESIDENTE OLEGÁRIO
34,MG,PRATINHA
34,MG,PRATA
34,MG,PLANURA
34,MG,PIRAJUBA
34,MG,PERDIZES
34,MG,PEDRINÓPOLIS
34,MG,PATROCÍNIO
34,MG,PATOS DE MINAS
34,MG,NOVA PONTE
34,MG,MONTE CARMELO
34,MG,MONTE ALEGRE DE MINAS
34,MG,MATUTINA
34,MG,LIMEIRA DO OESTE
34,MG,LAGOA GRANDE
34,MG,LAGOA FORMOSA
34,MG,LAGAMAR
34,MG,ITURAMA
34,MG,ITUIUTABA
34,MG,ITAPAGIPE
34,MG,IRAÍ DE MINAS
34,MG,IPIAÇU
34,MG,INDIANÓPOLIS
34,MG,IBIÁ
34,MG,GURINHATÃ
34,MG,GUIMARÂNIA
34,MG,GRUPIARA
34,MG,FRUTAL
34,MG,FRONTEIRA
34,MG,ESTRELA DO SUL
34,MG,DOURADOQUARA
34,MG,DELTA
34,MG,CRUZEIRO DA FORTALEZA
34,MG,COROMANDEL
34,MG,CONQUISTA
34,MG,CONCEIÇÃO DAS ALAGOAS
34,MG,COMENDADOR GOMES
34,MG,CLARAVAL
34,MG,CENTRALINA
34,MG,CASCALHO RICO
34,MG,CARNEIRINHO
34,MG,CARMO DO PARANAÍBA
34,MG,CAPINÓPOLIS
34,MG,CANÁPOLIS
34,MG,CAMPO FLORIDO
34,MG,CAMPINA VERDE
34,MG,CACHOEIRA DOURADA
34,MG,ARAXÁ
34,MG,ARAPUÁ
34,MG,ARAPORÃ
34,MG,ARAGUARI
34,MG,ÁGUA COMPRIDA
34,MG,ABADIA DOS DOURADOS
35,MG,TOCOS DO MOGI
35,MG,SAO THOME DAS LETRAS
35,MG,BRASÓPOLIS
35,MG,WENCESLAU BRAZ
35,MG,VIRGÍNIA
35,MG,VARGINHA
35,MG,TURVOLÂNDIA
35,MG,TRÊS PONTAS
35,MG,TRÊS CORAÇÕES
35,MG,TOLEDO
35,MG,SOLEDADE DE MINAS
35,MG,SILVIANÓPOLIS
35,MG,SERRANOS
35,MG,SERRANIA
35,MG,SERITINGA
35,MG,SENADOR JOSÉ BENTO
35,MG,SENADOR AMARAL
35,MG,SAPUCAÍ-MIRIM
35,MG,SÃO VICENTE DE MINAS
35,MG,SÃO TOMÁS DE AQUINO
35,MG,SÃO SEBASTIÃO DO RIO VERDE
35,MG,SÃO SEBASTIÃO DO PARAÍSO
35,MG,SÃO SEBASTIÃO DA BELA VISTA
35,MG,SÃO PEDRO DA UNIÃO
35,MG,SÃO LOURENÇO
35,MG,SÃO JOSÉ DO ALEGRE
35,MG,SÃO JOSÉ DA BARRA
35,MG,SÃO JOÃO DA MATA
35,MG,SÃO JOÃO BATISTA DO GLÓRIA
35,MG,SÃO GONÇALO DO SAPUCAÍ
35,MG,SÃO BENTO ABADE
35,MG,SANTO ANTÔNIO DO AMPARO
35,MG,SANTA RITA DO SAPUCAÍ
35,MG,SANTA RITA DE CALDAS
35,MG,SANTANA DO JACARÉ
35,MG,SANTANA DA VARGEM
35,MG,RIBEIRÃO VERMELHO
35,MG,PRATÁPOLIS
35,MG,POUSO ALTO
35,MG,POUSO ALEGRE
35,MG,POÇOS DE CALDAS
35,MG,POÇO FUNDO
35,MG,PIRANGUINHO
35,MG,PIRANGUÇU
35,MG,PERDÕES
35,MG,PEDRALVA
35,MG,PASSOS
35,MG,PASSA QUATRO
35,MG,PARAISÓPOLIS
35,MG,PARAGUAÇU
35,MG,OURO FINO
35,MG,OLÍMPIO NORONHA
35,MG,NOVA RESENDE
35,MG,NEPOMUCENO
35,MG,NAZARENO
35,MG,NATÉRCIA
35,MG,MUZAMBINHO
35,MG,MUNHOZ
35,MG,MONTE SIÃO
35,MG,MONTE SANTO DE MINAS
35,MG,MONTE BELO
35,MG,MONSENHOR PAULO
35,MG,MINDURI
35,MG,MARMELÓPOLIS
35,MG,MARIA DA FÉ
35,MG,MACHADO
35,MG,LUMINÁRIAS
35,MG,LAVRAS
35,MG,LAMBARI
35,MG,JURUAIA
35,MG,JESUÂNIA
35,MG,JACUTINGA
35,MG,JACUÍ
35,MG,ITUTINGA
35,MG,ITUMIRIM
35,MG,ITAÚ DE MINAS
35,MG,ITAPEVA
35,MG,ITANHANDU
35,MG,ITAMONTE
35,MG,ITAMOGI
35,MG,ITAJUBÁ
35,MG,IPUIÚNA
35,MG,INGAÍ
35,MG,INCONFIDENTES
35,MG,ILICÍNEA
35,MG,IJACI
35,MG,IBITURUNA
35,MG,IBITIÚRA DE MINAS
35,MG,IBIRACI
35,MG,HELIODORA
35,MG,GUAXUPÉ
35,MG,GUARANÉSIA
35,MG,GUAPÉ
35,MG,GONÇALVES
35,MG,FORTALEZA DE MINAS
35,MG,FAMA
35,MG,EXTREMA
35,MG,ESTIVA
35,MG,ESPÍRITO SANTO DO DOURADO
35,MG,ELÓI MENDES
35,MG,DOM VIÇOSO
35,MG,DIVISA NOVA
35,MG,DELFINÓPOLIS
35,MG,DELFIM MOREIRA
35,MG,CRUZÍLIA
35,MG,CRISTINA
35,MG,CRISTAIS
35,MG,CÓRREGO DO BOM JESUS
35,MG,CORDISLÂNDIA
35,MG,COQUEIRAL
35,MG,CONSOLAÇÃO
35,MG,CONGONHAL
35,MG,CONCEIÇÃO DOS OUROS
35,MG,CONCEIÇÃO DO RIO VERDE
35,MG,CONCEIÇÃO DAS PEDRAS
35,MG,CONCEIÇÃO DA APARECIDA
35,MG,CAXAMBU
35,MG,CÁSSIA
35,MG,CARVALHOS
35,MG,CARVALHÓPOLIS
35,MG,CARRANCAS
35,MG,CARMO DO RIO CLARO
35,MG,CARMO DE MINAS
35,MG,CARMO DA CACHOEIRA
35,MG,CAREAÇU
35,MG,CAPETINGA
35,MG,CANDEIAS
35,MG,CANA VERDE
35,MG,CAMPOS GERAIS
35,MG,CAMPO DO MEIO
35,MG,CAMPO BELO
35,MG,CAMPESTRE
35,MG,CAMPANHA
35,MG,CAMBUQUIRA
35,MG,CAMBUÍ
35,MG,CAMANDUCAIA
35,MG,CALDAS
35,MG,CACHOEIRA DE MINAS
35,MG,CABO VERDE
35,MG,BUENO BRANDÃO
35,MG,BOTELHOS
35,MG,BORDA DA MATA
35,MG,BOM SUCESSO
35,MG,BOM REPOUSO
35,MG,BOM JESUS DA PENHA
35,MG,BOA ESPERANÇA
35,MG,BANDEIRA DO SUL
35,MG,BAEPENDI
35,MG,AREADO
35,MG,ARCEBURGO
35,MG,ANDRELÂNDIA
35,MG,ANDRADAS
35,MG,ALTEROSA
35,MG,ALPINÓPOLIS
35,MG,ALFENAS
35,MG,ALBERTINA
35,MG,ALAGOA
35,MG,AIURUOCA
35,MG,AGUANIL
37,MG,PIUÍ
37,MG,VARGEM BONITA
37,MG,TAPIRAÍ
37,MG,SERRA DA SAUDADE
37,MG,SÃO SEBASTIÃO DO OESTE
37,MG,SÃO ROQUE DE MINAS
37,MG,SÃO JOSÉ DA VARGINHA
37,MG,SÃO GONÇALO DO PARÁ
37,MG,SÃO FRANCISCO DE PAULA
37,MG,SANTO ANTÔNIO DO MONTE
37,MG,QUARTEL GERAL
37,MG,POMPÉU
37,MG,PITANGUI
37,MG,PIRACEMA
37,MG,PIMENTA
37,MG,PERDIGÃO
37,MG,PEQUI
37,MG,PEDRA DO INDAIÁ
37,MG,PASSA TEMPO
37,MG,PARÁ DE MINAS
37,MG,PAPAGAIOS
37,MG,PAINS
37,MG,PAINEIRAS
37,MG,ONÇA DE PITANGUI
37,MG,OLIVEIRA
37,MG,NOVA SERRANA
37,MG,MORADA NOVA DE MINAS
37,MG,MOEMA
37,MG,MEDEIROS
37,MG,MARTINHO CAMPOS
37,MG,MARAVILHAS
37,MG,LUZ
37,MG,LEANDRO FERREIRA
37,MG,LAGOA DA PRATA
37,MG,JAPARAÍBA
37,MG,ITAÚNA
37,MG,ITAPECERICA
37,MG,IGUATAMA
37,MG,IGARATINGA
37,MG,FORMIGA
37,MG,ESTRELA DO INDAIÁ
37,MG,DORESÓPOLIS
37,MG,DORES DO INDAIÁ
37,MG,DIVINÓPOLIS
37,MG,CÓRREGO FUNDO
37,MG,CÓRREGO DANTA
37,MG,CONCEIÇÃO DO PARÁ
37,MG,CLÁUDIO
37,MG,CEDRO DO ABAETÉ
37,MG,CARMÓPOLIS DE MINAS
37,MG,CARMO DO CAJURU
37,MG,CARMO DA MATA
37,MG,CAPITÓLIO
37,MG,CAMPOS ALTOS
37,MG,CAMACHO
37,MG,BOM DESPACHO
37,MG,BIQUINHAS
37,MG,BAMBUÍ
37,MG,ARCOS
37,MG,ARAÚJOS
37,MG,ABAETÉ
38,MG,VARJÃO
38,MG,OLHOS D'AGUA
38,MG,GOUVÊA
38,MG,BRASILÂNDIA
38,MG,VEREDINHA
38,MG,VERDELÂNDIA
38,MG,VARZELÂNDIA
38,MG,VÁRZEA DA PALMA
38,MG,VARGEM GRANDE DO RIO PARDO
38,MG,URUCUIA
38,MG,URUANA DE MINAS
38,MG,UNAÍ
38,MG,UBAÍ
38,MG,TURMALINA
38,MG,TRÊS MARIAS
38,MG,TAIOBEIRAS
38,MG,SERRO
38,MG,SERRANÓPOLIS DE MINAS
38,MG,SERRA AZUL DE MINAS
38,MG,SENADOR MODESTINO GONÇALVES
38,MG,SÃO ROMÃO
38,MG,SÃO JOÃO DO PARAÍSO
38,MG,SÃO JOÃO DO PACUÍ
38,MG,SÃO JOÃO DAS MISSÕES
38,MG,SÃO JOÃO DA PONTE
38,MG,SÃO JOÃO DA LAGOA
38,MG,SÃO GONÇALO DO ABAETÉ
38,MG,SÃO FRANCISCO
38,MG,SANTO HIPÓLITO
38,MG,SANTO ANTÔNIO DO RETIRO
38,MG,SANTA FÉ DE MINAS
38,MG,SANTA CRUZ DE SALINAS
38,MG,SALINAS
38,MG,RUBELITA
38,MG,RIO PARDO DE MINAS
38,MG,RIACHO DOS MACHADOS
38,MG,RIACHINHO
38,MG,PRESIDENTE KUBITSCHEK
38,MG,PRESIDENTE JUSCELINO
38,MG,PORTEIRINHA
38,MG,PONTO CHIQUE
38,MG,PIRAPORA
38,MG,PINTÓPOLIS
38,MG,PEDRAS DE MARIA DA CRUZ
38,MG,PATIS
38,MG,PARACATU
38,MG,PAI PEDRO
38,MG,PADRE CARVALHO
38,MG,NOVORIZONTE
38,MG,NOVA PORTEIRINHA
38,MG,NINHEIRA
38,MG,NATALÂNDIA
38,MG,MORRO DA GARÇA
38,MG,MONTEZUMA
38,MG,MONTES CLAROS
38,MG,MONTE AZUL
38,MG,MONTALVÂNIA
38,MG,MONJOLOS
38,MG,MIRAVÂNIA
38,MG,MIRABELA
38,MG,MATO VERDE
38,MG,MATIAS CARDOSO
38,MG,MANGA
38,MG,MAMONAS
38,MG,LUISLÂNDIA
38,MG,LONTRA
38,MG,LASSANCE
38,MG,LAGOA DOS PATOS
38,MG,JUVENÍLIA
38,MG,JURAMENTO
38,MG,JOSENÓPOLIS
38,MG,JOAQUIM FELÍCIO
38,MG,JOÃO PINHEIRO
38,MG,JEQUITAÍ
38,MG,JAPONVAR
38,MG,JANUÁRIA
38,MG,JANAÚBA
38,MG,JAÍBA
38,MG,ITAMARANDIBA
38,MG,ITACARAMBI
38,MG,ITACAMBIRA
38,MG,INIMUTABA
38,MG,INDAIABIRA
38,MG,ICARAÍ DE MINAS
38,MG,IBIRACATU
38,MG,IBIAÍ
38,MG,GUARDA-MOR
38,MG,GUARACIAMA
38,MG,GRÃO MOGOL
38,MG,GLAUCILÂNDIA
38,MG,GAMELEIRAS
38,MG,FRUTA DE LEITE
38,MG,FRANCISCO SÁ
38,MG,FRANCISCO DUMONT
38,MG,FORMOSO
38,MG,FELIXLÂNDIA
38,MG,SÃO GONÇALO DO RIO PRETO
38,MG,FELÍCIO DOS SANTOS
38,MG,ESPINOSA
38,MG,ENGENHEIRO NAVARRO
38,MG,DOM BOSCO
38,MG,DIAMANTINA
38,MG,DATAS
38,MG,CURVELO
38,MG,CRISTÁLIA
38,MG,COUTO DE MAGALHÃES DE MINAS
38,MG,CORINTO
38,MG,CORAÇÃO DE JESUS
38,MG,CÔNEGO MARINHO
38,MG,CLARO DOS POÇÕES
38,MG,CHAPADA GAÚCHA
38,MG,CATUTI
38,MG,CARBONITA
38,MG,CAPITÃO ENÉAS
38,MG,CAMPO AZUL
38,MG,CABECEIRA GRANDE
38,MG,BURITIZEIRO
38,MG,BURITIS
38,MG,BUENÓPOLIS
38,MG,BRASÍLIA DE MINAS
38,MG,BOTUMIRIM
38,MG,BONITO DE MINAS
38,MG,BONFINÓPOLIS DE MINAS
38,MG,BOCAIÚVA
38,MG,BERIZAL
38,MG,AUGUSTO DE LIMA
38,MG,ARINOS
41,PR,DOUTOR ULYSSES
41,PR,TUNAS DO PARANÁ
41,PR,TIJUCAS DO SUL
41,PR,SÃO JOSÉ DOS PINHAIS
41,PR,RIO BRANCO DO SUL
41,PR,QUITANDINHA
41,PR,QUATRO BARRAS
41,PR,PONTAL DO PARANÁ
41,PR,PIRAQUARA
41,PR,PINHAIS
41,PR,PIÊN
41,PR,PARANAGUÁ
41,PR,MORRETES
41,PR,MATINHOS
41,PR,MANDIRITUBA
41,PR,LAPA
41,PR,ITAPERUÇU
41,PR,GUARATUBA
41,PR,GUARAQUEÇABA
41,PR,FAZENDA RIO GRANDE
41,PR,CURITIBA
41,PR,CONTENDA
41,PR,COLOMBO
41,PR,CERRO AZUL
41,PR,CAMPO MAGRO
41,PR,CAMPO LARGO
41,PR,CAMPO DO TENENTE
41,PR,CAMPINA GRANDE DO SUL
41,PR,BOCAIÚVA DO SUL
41,PR,BALSA NOVA
41,PR,ARAUCÁRIA
41,PR,ANTONINA
41,PR,ALMIRANTE TAMANDARÉ
41,PR,AGUDOS DO SUL
41,PR,ADRIANÓPOLIS
42,SC,PORTO UNIÃO
42,SC,VIRMOND
42,SC,VENTANIA
42,SC,UNIÃO DA VITÓRIA
42,SC,TURVO
42,SC,TIBAGI
42,SC,TELÊMACO BORBA
42,SC,TEIXEIRA SOARES
42,SC,SÃO MATEUS DO SUL
42,SC,SÃO JOÃO DO TRIUNFO
42,SC,SANTA MARIA DO OESTE
42,SC,RIO BONITO DO IGUAÇU
42,SC,RIO AZUL
42,SC,RESERVA DO IGUAÇU
42,SC,RESERVA
42,SC,REBOUÇAS
42,SC,PRUDENTÓPOLIS
42,SC,PORTO VITÓRIA
42,SC,PORTO BARREIRO
42,SC,PORTO AMAZONAS
42,SC,PONTA GROSSA
42,SC,PITANGA
42,SC,PIRAÍ DO SUL
42,SC,PINHÃO
42,SC,PAULO FRONTIN
42,SC,PAULA FREITAS
42,SC,PALMITAL
42,SC,PALMEIRA
42,SC,ORTIGUEIRA
42,SC,NOVA TEBAS
42,SC,NOVA LARANJEIRAS
42,SC,MATO RICO
42,SC,MARQUINHO
42,SC,MALLET
42,SC,LARANJEIRAS DO SUL
42,SC,LARANJAL
42,SC,IVAÍ
42,SC,IRATI
42,SC,IPIRANGA
42,SC,INÁCIO MARTINS
42,SC,IMBITUVA
42,SC,IMBAÚ
42,SC,GUARAPUAVA
42,SC,GUAMIRANGA
42,SC,GOIOXIM
42,SC,GENERAL CARNEIRO
42,SC,FOZ DO JORDÃO
42,SC,FERNANDES PINHEIRO
42,SC,CRUZ MACHADO
42,SC,CASTRO
42,SC,CARAMBEÍ
42,SC,CANTAGALO
42,SC,CANDÓI
42,SC,CAMPINA DO SIMÃO
42,SC,BOA VENTURA DE SÃO ROQUE
42,SC,BITURUNA
42,SC,ANTÔNIO OLINTO
43,PR,WENCESLAU BRAZ
43,PR,URAÍ
43,PR,TOMAZINA
43,PR,TAMARANA
43,PR,SIQUEIRA CAMPOS
43,PR,SERTANÓPOLIS
43,PR,SERTANEJA
43,PR,SENGÉS
43,PR,SAPOPEMA
43,PR,SÃO SEBASTIÃO DA AMOREIRA
43,PR,SÃO PEDRO DO IVAÍ
